ENTRY_ID,ENTITY_NAME,CREATED_AT,LAST_PLAYED_AT,PLAYS,OWNER,TAGS,CATEGORIES,HAS_AUDIO_DESCRIPTION,CAPTIONS_LANGUAGE,CAPTIONS_LANGUAGE_CODE,CAPTIONS_USAGE_TYPE,CAPTIONS_CREATION_MODE,CAPTIONS_EDITED,CAPTIONS_ACCURACY,CAPTIONS_DISPLAY_ON_PLAYER
402,Business Licensing,2022-03-07,2024-05-26,2918,housing@authority.gov,wellness;vaccination;covid,InContext,true,Mandarin,zh,EAD,Upload,false,91%,true
403,Cultural Center,2022-01-28,2024-07-17,1219,education@state.gov,council;meeting;public,InContext,false,Spanish,es,Standard,Human,true,94%,true
404,City Government Channel,2022-03-18,2024-05-02,2583,admin@university.edu,lecture;biology;intro,InContext,true,Arabic,ar,Standard,Human,true,98%,true
405,Public Utilities,2023-06-29,2024-06-07,2507,water@district.gov,history;documents;preservation,InContext,false,German,de,EAD,Human,true,97%,true
406,Community Outreach,2022-02-03,2024-08-09,108,center@community.org,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
407,University Video Portal,2022-11-12,2024-03-03,1416,transit@regional.gov,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
408,Volunteer Services,2023-05-14,2024-03-24,1557,health@county.gov,applications;assistance;programs,InContext,false,Spanish,es,Standard,Machine,true,96%,true
409,Building Dept,2023-01-13,2024-09-19,2770,admin@university.edu,programs;sports;community,InContext,true,Mandarin,zh,EAD,Machine,true,92%,false
410,Adult Education Center,2022-05-01,2024-09-13,2310,water@district.gov,tutorial;reading;kids,InContext,true,Mandarin,zh,Standard,Machine,true,99%,false
411,Energy Efficiency,2022-08-11,2024-05-08,227,environment@agency.gov,programs;mentoring;education,InContext,true,Spanish,es,EAD,Upload,true,95%,true
412,Fleet Management,2023-06-26,2024-04-07,1015,water@district.gov,curriculum;math;science,InContext,false,German,de,Standard,Human,true,90%,false
413,Regional Transit Auth,2023-04-10,2024-08-29,131,fire@city.gov,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
414,City Government Channel,2022-04-30,2024-01-20,2357,archives@state.gov,courses;programming;certificates,InContext,true,English,en,EAD,Upload,false,97%,false
415,Tech College Online,2023-03-25,2024-09-07,1760,education@state.gov,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
416,Cultural Center,2023-06-21,2024-05-21,699,info@municipal.gov,courses;programming;certificates,InContext,false,German,de,EAD,Human,false,91%,true
417,Historic Preservation,2023-09-08,2024-05-25,445,online@techcollege.edu,courses;programming;certificates,InContext,true,Mandarin,zh,Standard,Upload,true,92%,true
418,Workforce Development,2022-04-13,2024-10-06,2689,environment@agency.gov,courses;programming;certificates,InContext,true,Spanish,es,Standard,Upload,false,96%,true
419,Social Services,2022-01-03,2024-07-26,715,parks@county.gov,curriculum;math;science,InContext,false,Mandarin,zh,EAD,Upload,false,100%,false
420,Environmental Agency,2023-01-08,2024-04-20,2969,environment@agency.gov,programs;sports;community,InContext,false,English,en,EAD,Human,true,96%,true
421,IT Services,2022-04-18,2024-06-17,388,education@state.gov,orientation;students;campus,InContext,true,German,de,Standard,Human,true,91%,false
422,Stormwater Management,2023-09-13,2024-05-30,1964,education@state.gov,applications;assistance;programs,InContext,true,French,fr,Standard,Human,false,99%,true
423,Parks and Recreation,2022-07-10,2024-03-15,416,housing@authority.gov,tutorial;reading;kids,InContext,false,Spanish,es,EAD,Upload,true,99%,false
424,Community College,2022-03-04,2024-05-16,2555,housing@authority.gov,conservation;billing;services,InContext,false,Arabic,ar,Standard,Machine,false,92%,false
425,Water District,2023-02-28,2024-05-05,2264,center@community.org,programs;mentoring;education,InContext,true,English,en,Standard,Machine,false,96%,false
426,Municipal Services,2023-01-30,2024-03-20,2105,youth@services.org,conservation;recycling;climate,InContext,false,English,en,EAD,Human,false,100%,true
427,Public Information,2022-05-16,2024-03-12,2813,environment@agency.gov,applications;assistance;programs,InContext,false,German,de,EAD,Upload,true,92%,false
428,Community College,2022-06-15,2024-03-04,2301,youth@services.org,infrastructure;roads;maintenance,InContext,false,Mandarin,zh,Standard,Machine,false,95%,true
429,Fleet Management,2022-03-19,2024-01-15,2605,transit@regional.gov,wellness;vaccination;covid,InContext,true,English,en,EAD,Machine,true,91%,false
430,Economic Development,2023-08-30,2024-08-28,2724,online@techcollege.edu,council;meeting;public,InContext,true,English,en,Standard,Human,true,97%,false
431,Fleet Management,2023-09-24,2024-03-10,2088,center@community.org,orientation;students;campus,InContext,true,French,fr,EAD,Human,false,96%,false
432,State Education Dept,2023-09-21,2024-07-12,2681,health@county.gov,lecture;biology;intro,InContext,true,English,en,Standard,Human,false,91%,true
433,Veterans Affairs,2022-10-02,2024-06-22,2144,fire@city.gov,safety;routes;schedules,InContext,false,German,de,Standard,Human,false,94%,false
434,Community Center,2023-02-13,2024-03-07,2872,transit@regional.gov,events;classes;seniors,InContext,false,Mandarin,zh,EAD,Human,true,94%,true
435,Veterans Affairs,2022-02-20,2024-08-02,148,transit@regional.gov,orientation;students;campus,InContext,false,Mandarin,zh,Standard,Upload,true,96%,false
436,Community Outreach,2023-07-03,2024-02-03,2057,archives@state.gov,infrastructure;roads;maintenance,InContext,false,-,-,-,-,-,-,-
437,Senior Center,2022-08-25,2024-03-23,2535,online@techcollege.edu,safety;training;emergency,InContext,false,-,-,-,-,-,-,-
438,Animal Services,2023-04-12,2024-10-05,2599,transit@regional.gov,applications;assistance;programs,InContext,true,English,en,EAD,Upload,true,98%,true
439,Energy Efficiency,2023-01-20,2024-10-09,1879,library@public.org,orientation;students;campus,InContext,true,German,de,EAD,Upload,true,94%,false
440,Community College,2022-11-23,2024-09-03,213,media@college.edu,curriculum;math;science,InContext,true,French,fr,Standard,Upload,true,97%,false
441,Adult Education Center,2023-08-24,2024-07-13,2795,webmaster@city.gov,curriculum;math;science,InContext,true,Arabic,ar,Standard,Upload,false,98%,true
442,Fire Department,2022-12-09,2024-10-26,1389,water@district.gov,courses;programming;certificates,InContext,true,French,fr,Standard,Upload,false,91%,true
443,Youth Services,2022-10-27,2024-01-12,462,admin@university.edu,events;classes;seniors,InContext,false,Spanish,es,EAD,Machine,false,91%,false
444,City Government Channel,2023-10-09,2024-09-28,2638,archives@state.gov,wellness;vaccination;covid,InContext,true,Spanish,es,Standard,Upload,false,100%,false
445,Tech College Online,2023-01-19,2024-09-21,889,info@municipal.gov,infrastructure;roads;maintenance,InContext,false,-,-,-,-,-,-,-
446,Transportation Dept,2023-08-08,2024-09-23,2383,webmaster@city.gov,safety;training;emergency,InContext,true,English,en,Standard,Human,true,92%,true
447,Stormwater Management,2023-06-08,2024-02-20,1897,fire@city.gov,orientation;students;campus,InContext,false,French,fr,EAD,Human,false,92%,true
448,Fire Department,2023-06-10,2024-09-28,2162,parks@county.gov,tutorial;reading;kids,InContext,false,-,-,-,-,-,-,-
449,Youth Services,2022-12-07,2024-06-30,2279,va@veterans.gov,tutorial;reading;kids,InContext,false,-,-,-,-,-,-,-
450,Housing Authority,2023-03-27,2024-02-07,917,media@college.edu,lecture;biology;intro,InContext,true,Spanish,es,Standard,Machine,false,95%,false
451,Adult Education Center,2022-05-27,2024-09-18,1684,environment@agency.gov,lecture;biology;intro,InContext,false,French,fr,EAD,Human,true,91%,true
452,Economic Development,2022-04-16,2024-05-05,2363,health@county.gov,wellness;vaccination;covid,InContext,false,English,en,Standard,Machine,true,98%,false
453,IT Services,2022-01-13,2024-04-21,1306,parks@county.gov,lecture;biology;intro,InContext,true,German,de,EAD,Upload,false,96%,false
454,Emergency Management,2023-04-12,2024-08-30,406,transit@regional.gov,programs;mentoring;education,InContext,false,French,fr,Standard,Machine,true,96%,false
455,Workforce Development,2022-09-09,2024-03-13,762,youth@services.org,benefits;healthcare;support,InContext,true,Mandarin,zh,Standard,Human,true,92%,false
456,Housing Authority,2022-05-02,2024-02-17,2195,works@city.gov,benefits;healthcare;support,InContext,false,Spanish,es,EAD,Upload,false,94%,false
457,State Education Dept,2023-01-15,2024-10-01,1460,youth@services.org,safety;training;emergency,InContext,true,French,fr,EAD,Machine,false,93%,false
458,Fire Department,2023-05-15,2024-08-26,2067,center@community.org,infrastructure;roads;maintenance,InContext,false,-,-,-,-,-,-,-
459,Public Library Media,2022-09-29,2024-09-01,1522,archives@state.gov,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
460,Historic Preservation,2023-08-22,2024-10-06,2962,media@college.edu,benefits;healthcare;support,InContext,false,-,-,-,-,-,-,-
461,Neighborhood Watch,2022-08-06,2024-06-01,1255,transit@regional.gov,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
462,Job Training Center,2023-09-18,2024-08-02,2330,va@veterans.gov,curriculum;math;science,InContext,false,English,en,EAD,Human,true,90%,false
463,Historic Preservation,2022-08-29,2024-10-05,617,center@community.org,infrastructure;roads;maintenance,InContext,false,English,en,EAD,Machine,false,97%,false
464,Parks and Recreation,2023-09-20,2024-06-19,846,environment@agency.gov,applications;assistance;programs,InContext,true,Spanish,es,EAD,Machine,true,95%,false
465,Social Services,2023-04-28,2024-07-12,2219,water@district.gov,benefits;healthcare;support,InContext,true,English,en,Standard,Upload,false,98%,false
466,Tech College Online,2022-04-03,2024-03-21,1421,center@community.org,programs;sports;community,InContext,false,Arabic,ar,EAD,Upload,true,98%,false
467,Public Library Media,2022-09-10,2024-01-04,1220,parks@county.gov,conservation;recycling;climate,InContext,true,French,fr,EAD,Upload,true,91%,true
468,Adult Education Center,2022-09-25,2024-02-20,1457,media@college.edu,curriculum;math;science,InContext,true,Arabic,ar,Standard,Upload,true,92%,true
469,University Video Portal,2022-09-25,2024-01-02,1037,health@county.gov,council;meeting;public,InContext,false,-,-,-,-,-,-,-
470,Community College,2023-07-28,2024-01-22,2932,media@college.edu,programs;mentoring;education,InContext,false,French,fr,Standard,Human,false,91%,true
471,Animal Services,2023-08-09,2024-03-10,2970,online@techcollege.edu,history;documents;preservation,InContext,false,English,en,EAD,Upload,false,95%,true
472,Job Training Center,2023-01-29,2024-10-11,2158,archives@state.gov,safety;routes;schedules,InContext,false,Arabic,ar,Standard,Human,true,98%,true
473,State Archives,2022-04-08,2024-08-06,970,library@public.org,tutorial;reading;kids,InContext,true,Arabic,ar,EAD,Machine,false,91%,false
474,Building Dept,2023-07-09,2024-07-05,2557,water@district.gov,conservation;recycling;climate,InContext,true,German,de,Standard,Machine,true,100%,true
475,Neighborhood Watch,2022-12-24,2024-06-13,1741,va@veterans.gov,tutorial;reading;kids,InContext,true,Mandarin,zh,Standard,Upload,true,92%,false
476,Water District,2023-05-23,2024-06-15,2199,online@techcollege.edu,orientation;students;campus,InContext,false,-,-,-,-,-,-,-
477,Youth Services,2022-08-31,2024-04-10,1102,education@state.gov,orientation;students;campus,InContext,false,French,fr,Standard,Human,false,90%,false
478,Housing Authority,2022-08-14,2024-05-18,297,education@state.gov,courses;programming;certificates,InContext,true,Spanish,es,Standard,Human,false,93%,false
479,Public Information,2022-07-17,2024-03-01,416,parks@county.gov,conservation;billing;services,InContext,true,French,fr,Standard,Upload,true,93%,false
480,Emergency Management,2023-05-13,2024-05-03,659,parks@county.gov,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
481,Code Enforcement,2023-07-30,2024-06-30,124,health@county.gov,conservation;billing;services,InContext,false,-,-,-,-,-,-,-
482,Grant Administration,2023-02-13,2024-05-31,2882,housing@authority.gov,orientation;students;campus,InContext,true,German,de,Standard,Human,false,97%,true
483,Code Enforcement,2022-05-16,2024-03-17,1279,admin@university.edu,council;meeting;public,InContext,true,German,de,Standard,Machine,true,90%,true
484,Building Dept,2023-05-08,2024-07-09,2389,webmaster@city.gov,orientation;students;campus,InContext,false,-,-,-,-,-,-,-
485,Housing Authority,2022-04-25,2024-10-13,2336,fire@city.gov,infrastructure;roads;maintenance,InContext,true,English,en,EAD,Human,true,94%,true
486,Youth Services,2023-07-30,2024-10-02,224,fire@city.gov,benefits;healthcare;support,InContext,true,English,en,Standard,Machine,true,95%,true
487,Disability Services,2022-09-05,2024-02-08,1091,district@schools.edu,services;permits;applications,InContext,false,Mandarin,zh,Standard,Human,true,94%,true
488,Fleet Management,2022-03-22,2024-07-29,1183,works@city.gov,curriculum;math;science,InContext,false,-,-,-,-,-,-,-
489,Regional Transit Auth,2022-10-15,2024-03-13,1784,housing@authority.gov,curriculum;math;science,InContext,false,-,-,-,-,-,-,-
490,Stormwater Management,2023-05-02,2024-04-06,1443,transit@regional.gov,orientation;students;campus,InContext,true,Mandarin,zh,EAD,Upload,false,95%,true
491,Volunteer Services,2022-01-04,2024-03-07,2691,info@municipal.gov,programs;sports;community,InContext,false,-,-,-,-,-,-,-
492,Veterans Affairs,2022-05-14,2024-07-24,1834,webmaster@city.gov,benefits;healthcare;support,InContext,true,Spanish,es,Standard,Machine,true,96%,true
493,Fleet Management,2022-03-16,2024-05-27,1285,district@schools.edu,training;teachers;professional,InContext,true,German,de,EAD,Upload,true,91%,true
494,Public Information,2022-01-07,2024-07-14,2052,transit@regional.gov,lecture;biology;intro,InContext,true,Spanish,es,Standard,Human,true,93%,false
495,Neighborhood Watch,2023-05-25,2024-07-21,529,library@public.org,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
496,Adult Education Center,2022-06-28,2024-07-15,251,education@state.gov,tutorial;reading;kids,InContext,false,-,-,-,-,-,-,-
497,City Government Channel,2023-03-27,2024-07-07,788,transit@regional.gov,council;meeting;public,InContext,false,German,de,EAD,Machine,false,91%,true
498,Water District,2023-06-13,2024-08-31,462,parks@county.gov,conservation;billing;services,InContext,false,-,-,-,-,-,-,-
499,Emergency Management,2022-04-18,2024-07-05,2519,fire@city.gov,curriculum;math;science,InContext,false,-,-,-,-,-,-,-
500,Regional Transit Auth,2022-09-05,2024-01-04,2393,va@veterans.gov,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
501,Job Training Center,2023-09-19,2024-01-17,1350,info@municipal.gov,benefits;healthcare;support,InContext,true,Arabic,ar,EAD,Human,false,93%,false
502,Planning Commission,2022-07-19,2024-10-11,1933,works@city.gov,history;documents;preservation,InContext,true,Mandarin,zh,EAD,Machine,false,100%,false
503,Business Licensing,2022-01-20,2024-10-25,2228,admin@university.edu,council;meeting;public,InContext,false,Spanish,es,Standard,Human,false,99%,false
504,City Government Channel,2022-04-04,2024-06-04,2357,center@community.org,applications;assistance;programs,InContext,true,Spanish,es,Standard,Upload,false,97%,false
505,Energy Efficiency,2022-05-10,2024-09-03,1745,info@municipal.gov,conservation;billing;services,InContext,false,-,-,-,-,-,-,-
506,Social Services,2022-04-19,2024-10-12,2911,webmaster@city.gov,courses;programming;certificates,InContext,true,Arabic,ar,EAD,Human,false,97%,false
507,Senior Center,2023-07-10,2024-02-21,2019,admin@university.edu,programs;mentoring;education,InContext,true,French,fr,Standard,Machine,true,92%,true
508,Animal Services,2023-04-09,2024-01-04,2723,fire@city.gov,infrastructure;roads;maintenance,InContext,false,-,-,-,-,-,-,-
509,Municipal Services,2023-01-09,2024-05-06,194,health@county.gov,courses;programming;certificates,InContext,false,German,de,Standard,Upload,false,93%,true
510,Housing Authority,2022-05-11,2024-10-09,2334,center@community.org,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
511,Adult Education Center,2022-01-02,2024-10-15,2023,parks@county.gov,curriculum;math;science,InContext,false,Mandarin,zh,Standard,Machine,false,91%,false
512,School District Media,2022-06-23,2024-03-12,964,media@college.edu,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
513,Social Services,2023-09-23,2024-05-25,2706,center@community.org,lecture;biology;intro,InContext,true,Arabic,ar,EAD,Upload,true,96%,true
514,Regional Transit Auth,2023-09-07,2024-05-02,1212,environment@agency.gov,infrastructure;roads;maintenance,InContext,true,English,en,Standard,Upload,true,100%,true
515,Disability Services,2022-08-03,2024-04-03,84,info@municipal.gov,infrastructure;roads;maintenance,InContext,false,Spanish,es,Standard,Human,true,97%,false
516,Fire Department,2023-05-05,2024-05-17,603,online@techcollege.edu,lecture;biology;intro,InContext,true,French,fr,EAD,Human,false,91%,false
517,Disability Services,2023-02-27,2024-03-09,2470,media@college.edu,safety;training;emergency,InContext,true,Spanish,es,EAD,Human,false,97%,true
518,Water District,2022-07-01,2024-09-30,1659,online@techcollege.edu,curriculum;math;science,InContext,true,Mandarin,zh,Standard,Machine,false,97%,true
519,IT Services,2023-08-02,2024-02-18,2845,youth@services.org,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
520,Neighborhood Watch,2022-05-22,2024-03-31,1150,library@public.org,lecture;biology;intro,InContext,true,Arabic,ar,Standard,Human,true,96%,true
521,Volunteer Services,2023-01-03,2024-07-29,2300,environment@agency.gov,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
522,University Video Portal,2022-08-20,2024-04-08,2536,parks@county.gov,benefits;healthcare;support,InContext,true,Arabic,ar,Standard,Machine,false,98%,true
523,Youth Services,2022-06-15,2024-03-13,1860,va@veterans.gov,programs;mentoring;education,InContext,false,English,en,Standard,Human,false,98%,false
524,Social Services,2022-06-17,2024-08-28,1897,online@techcollege.edu,programs;sports;community,InContext,true,Arabic,ar,EAD,Machine,false,92%,false
525,Tech College Online,2023-07-31,2024-10-20,2196,center@community.org,orientation;students;campus,InContext,true,Mandarin,zh,Standard,Upload,false,100%,false
526,Workforce Development,2023-06-28,2024-05-19,2016,youth@services.org,history;documents;preservation,InContext,true,Mandarin,zh,Standard,Machine,true,93%,true
527,Environmental Agency,2022-06-18,2024-02-04,2221,fire@city.gov,council;meeting;public,InContext,false,-,-,-,-,-,-,-
528,Social Services,2023-10-04,2024-04-01,1115,health@county.gov,training;teachers;professional,InContext,false,-,-,-,-,-,-,-
529,County Health Dept,2022-09-27,2024-07-19,191,parks@county.gov,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
530,Historic Preservation,2023-04-15,2024-09-16,63,online@techcollege.edu,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
531,Housing Authority,2022-04-12,2024-07-05,1964,library@public.org,orientation;students;campus,InContext,true,English,en,Standard,Human,false,95%,false
532,Energy Efficiency,2023-07-22,2024-09-09,1028,webmaster@city.gov,programs;mentoring;education,InContext,true,French,fr,Standard,Upload,false,92%,false
533,Senior Center,2022-03-30,2024-10-19,2286,library@public.org,courses;programming;certificates,InContext,false,German,de,EAD,Upload,true,91%,true
534,State Archives,2022-01-21,2024-07-24,2364,health@county.gov,tutorial;reading;kids,InContext,true,Arabic,ar,EAD,Machine,true,93%,false
535,Fleet Management,2022-11-22,2024-03-16,1297,archives@state.gov,programs;sports;community,InContext,false,-,-,-,-,-,-,-
536,Family Services,2023-09-13,2024-10-18,260,center@community.org,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
537,Workforce Development,2022-02-19,2024-02-20,1274,health@county.gov,wellness;vaccination;covid,InContext,false,-,-,-,-,-,-,-
538,Fire Department,2022-05-20,2024-07-06,742,media@college.edu,safety;training;emergency,InContext,false,-,-,-,-,-,-,-
539,County Health Dept,2023-01-25,2024-04-08,2990,fire@city.gov,infrastructure;roads;maintenance,InContext,false,Mandarin,zh,Standard,Machine,false,95%,true
540,Public Works Dept,2022-07-28,2024-08-31,1865,transit@regional.gov,events;classes;seniors,InContext,true,Arabic,ar,Standard,Machine,true,93%,false
541,Public Works Dept,2022-05-11,2024-10-12,278,youth@services.org,lecture;biology;intro,InContext,false,-,-,-,-,-,-,-
542,Traffic Engineering,2023-09-10,2024-04-29,133,environment@agency.gov,safety;training;emergency,InContext,true,German,de,EAD,Machine,false,94%,false
543,Youth Services,2023-10-24,2024-03-08,1373,transit@regional.gov,orientation;students;campus,InContext,false,-,-,-,-,-,-,-
544,Fire Department,2022-10-20,2024-01-11,2312,center@community.org,benefits;healthcare;support,InContext,false,German,de,Standard,Upload,false,97%,true
545,University Video Portal,2023-01-31,2024-04-16,2550,environment@agency.gov,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
546,Social Services,2023-01-09,2024-05-28,1879,webmaster@city.gov,programs;mentoring;education,InContext,false,German,de,Standard,Machine,false,98%,false
547,Grant Administration,2023-05-14,2024-06-21,1627,va@veterans.gov,curriculum;math;science,InContext,true,English,en,Standard,Upload,false,99%,true
548,Senior Center,2022-04-12,2024-06-24,1454,works@city.gov,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
549,Public Utilities,2023-05-25,2024-06-29,495,media@college.edu,infrastructure;roads;maintenance,InContext,false,-,-,-,-,-,-,-
550,Fleet Management,2023-07-11,2024-05-16,1840,info@municipal.gov,orientation;students;campus,InContext,true,German,de,EAD,Machine,false,92%,true
551,Public Works Dept,2023-07-11,2024-10-16,667,webmaster@city.gov,benefits;healthcare;support,InContext,true,Mandarin,zh,Standard,Human,true,99%,false
552,Youth Services,2023-03-25,2024-07-12,1563,admin@university.edu,services;permits;applications,InContext,false,Mandarin,zh,Standard,Human,true,100%,false
553,Recycling Program,2022-03-21,2024-04-02,1075,library@public.org,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
554,Community Outreach,2022-03-12,2024-02-21,1001,youth@services.org,wellness;vaccination;covid,InContext,false,Arabic,ar,Standard,Upload,false,100%,true
555,Municipal Services,2023-03-13,2024-09-30,1151,webmaster@city.gov,tutorial;reading;kids,InContext,false,-,-,-,-,-,-,-
556,Youth Services,2022-08-04,2024-09-16,1022,health@county.gov,programs;mentoring;education,InContext,true,Spanish,es,Standard,Upload,false,91%,true
557,Disability Services,2022-07-09,2024-01-08,1437,housing@authority.gov,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
558,Stormwater Management,2022-04-05,2024-08-21,2558,archives@state.gov,courses;programming;certificates,InContext,false,French,fr,EAD,Upload,true,95%,true
559,Community College,2023-04-29,2024-02-02,1628,center@community.org,wellness;vaccination;covid,InContext,false,Mandarin,zh,EAD,Human,true,94%,true
560,Fleet Management,2022-05-06,2024-02-05,842,health@county.gov,history;documents;preservation,InContext,true,Arabic,ar,EAD,Machine,false,100%,true
561,Transportation Dept,2022-10-08,2024-06-01,2074,environment@agency.gov,wellness;vaccination;covid,InContext,true,French,fr,Standard,Human,true,95%,false
562,Fleet Management,2022-07-25,2024-03-22,2360,works@city.gov,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
563,Tech College Online,2023-03-29,2024-07-05,2683,education@state.gov,benefits;healthcare;support,InContext,false,English,en,EAD,Machine,false,90%,true
564,Family Services,2022-06-30,2024-06-26,573,water@district.gov,curriculum;math;science,InContext,true,German,de,EAD,Human,false,99%,false
565,State Archives,2023-10-25,2024-08-13,1475,library@public.org,events;classes;seniors,InContext,true,Mandarin,zh,Standard,Human,false,96%,false
566,Adult Education Center,2022-02-10,2024-09-20,93,youth@services.org,infrastructure;roads;maintenance,InContext,false,English,en,Standard,Upload,false,92%,false
567,Human Resources,2023-06-12,2024-02-20,348,water@district.gov,conservation;recycling;climate,InContext,false,French,fr,EAD,Machine,false,97%,true
568,Senior Center,2022-11-21,2024-02-27,1365,works@city.gov,history;documents;preservation,InContext,false,German,de,EAD,Machine,true,94%,true
569,State Education Dept,2022-02-16,2024-01-04,838,transit@regional.gov,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
570,Workforce Development,2022-01-19,2024-05-05,157,online@techcollege.edu,programs;mentoring;education,InContext,false,French,fr,EAD,Human,true,95%,true
571,Water District,2023-04-28,2024-10-15,2578,environment@agency.gov,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
572,Community Outreach,2022-08-29,2024-07-16,2839,center@community.org,safety;training;emergency,InContext,false,-,-,-,-,-,-,-
573,Emergency Management,2023-02-05,2024-05-26,2635,archives@state.gov,orientation;students;campus,InContext,false,-,-,-,-,-,-,-
574,Municipal Services,2023-05-15,2024-07-06,2741,fire@city.gov,applications;assistance;programs,InContext,true,Mandarin,zh,Standard,Human,true,91%,false
575,Fleet Management,2022-02-26,2024-02-16,246,youth@services.org,training;teachers;professional,InContext,false,Arabic,ar,Standard,Machine,false,94%,false
576,Public Information,2023-05-05,2024-05-09,606,online@techcollege.edu,conservation;billing;services,InContext,false,-,-,-,-,-,-,-
577,Human Resources,2023-01-17,2024-03-13,770,environment@agency.gov,council;meeting;public,InContext,true,German,de,EAD,Human,false,94%,false
578,Fire Department,2023-04-01,2024-03-18,773,district@schools.edu,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
579,Emergency Management,2023-03-29,2024-10-15,276,library@public.org,council;meeting;public,InContext,true,German,de,Standard,Machine,true,93%,false
580,IT Services,2022-01-21,2024-05-09,2651,fire@city.gov,events;classes;seniors,InContext,false,-,-,-,-,-,-,-
581,Human Resources,2022-04-09,2024-06-13,472,fire@city.gov,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
582,Tech College Online,2023-01-03,2024-06-30,2969,transit@regional.gov,programs;sports;community,InContext,false,English,en,EAD,Human,true,100%,false
583,Traffic Engineering,2023-04-11,2024-09-27,1923,webmaster@city.gov,council;meeting;public,InContext,false,-,-,-,-,-,-,-
584,Family Services,2023-09-03,2024-04-07,2493,water@district.gov,infrastructure;roads;maintenance,InContext,true,Arabic,ar,Standard,Machine,false,97%,true
585,Recycling Program,2022-10-09,2024-01-30,582,parks@county.gov,curriculum;math;science,InContext,true,French,fr,Standard,Upload,false,100%,true
586,Traffic Engineering,2022-02-16,2024-08-20,996,admin@university.edu,conservation;billing;services,InContext,true,French,fr,Standard,Upload,true,100%,false
587,Fire Department,2022-04-30,2024-01-19,2903,health@county.gov,council;meeting;public,InContext,false,-,-,-,-,-,-,-
588,Environmental Agency,2022-04-13,2024-02-13,2739,admin@university.edu,orientation;students;campus,InContext,false,English,en,Standard,Machine,true,94%,true
589,Community Center,2022-02-01,2024-06-27,266,water@district.gov,safety;routes;schedules,InContext,true,French,fr,Standard,Upload,false,99%,true
590,University Video Portal,2022-02-03,2024-09-24,1421,health@county.gov,training;teachers;professional,InContext,false,-,-,-,-,-,-,-
591,State Education Dept,2023-09-05,2024-03-17,1367,education@state.gov,benefits;healthcare;support,InContext,false,Spanish,es,Standard,Human,false,100%,false
592,School District Media,2022-01-11,2024-09-29,1878,works@city.gov,programs;mentoring;education,InContext,true,German,de,EAD,Human,true,96%,false
593,Senior Center,2023-10-26,2024-09-13,306,transit@regional.gov,training;teachers;professional,InContext,true,Arabic,ar,Standard,Machine,true,92%,true
594,Family Services,2022-11-21,2024-02-18,1515,youth@services.org,training;teachers;professional,InContext,false,-,-,-,-,-,-,-
595,Traffic Engineering,2023-01-29,2024-01-02,560,water@district.gov,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
596,Historic Preservation,2022-07-21,2024-02-24,1498,parks@county.gov,programs;sports;community,InContext,false,Arabic,ar,EAD,Machine,true,92%,false
597,Tech College Online,2022-12-14,2024-05-15,1632,health@county.gov,services;permits;applications,InContext,true,French,fr,EAD,Human,true,93%,true
598,Social Services,2023-07-06,2024-04-21,1223,youth@services.org,services;permits;applications,InContext,true,English,en,Standard,Machine,false,95%,false
599,Community Outreach,2023-03-17,2024-09-12,1889,library@public.org,benefits;healthcare;support,InContext,false,Mandarin,zh,Standard,Human,false,97%,false
600,Cultural Center,2022-08-16,2024-06-26,142,archives@state.gov,safety;routes;schedules,InContext,false,German,de,EAD,Human,false,91%,true
601,Social Services,2023-02-14,2024-04-25,1416,webmaster@city.gov,safety;training;emergency,InContext,false,-,-,-,-,-,-,-
602,Social Services,2022-11-06,2024-04-15,1888,library@public.org,lecture;biology;intro,InContext,false,German,de,EAD,Upload,true,93%,true
603,IT Services,2022-11-03,2024-10-13,1700,admin@university.edu,safety;routes;schedules,InContext,true,Arabic,ar,EAD,Upload,false,97%,false
604,Public Information,2023-02-02,2024-07-30,549,works@city.gov,applications;assistance;programs,InContext,false,French,fr,EAD,Human,true,100%,false
